City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,palikir - national government center,6.9248,158.1611,28.41,79,100,5.14,FM,1681856620
83,namibe,-15.1961,12.1522,25.81,70,48,1.47,AO,1681856620
84,slave lake,55.2834,-114.769,6.99,49,20,3.09,CA,1681856620
85,allahganj,27.55,79.6833,29.98,21,3,3.24,IN,1681856620
86,san antonio de pale,-1.4014,5.6325,28.27,79,90,5.48,GQ,1681856620
87,wailua homesteads,22.0669,-159.378,23.44,86,75,8.75,US,1681856620
88,raja,8.4596,25.678,27.33,43,10,1.65,SS,1681856621
89,ja ela,7.0744,79.8919,26.99,94,40,1.03,LK,1681856621
90,villa gesell,-37.2639,-56.973,11.7,52,97,8.85,AR,1681856621
91,blagoveshchenka,52.8333,79.8667,-5.49,84,100,5.22,RU,1681856621
92,puerto natales,-51.7236,-72.4875,8.18,91,100,3.96,CL,1681856621
93,hassi messaoud,31.6804,6.0729,23.92,17,0,2.57,DZ,1681856621
94,iwanai,42.9744,140.5089,4.11,97,100,2.41,JP,1681856621
95,puerto ayora,-0.7393,-90.3518,27.53,91,91,1.34,EC,1681856621
96,vorgashor,67.5833,63.95,-21.64,100,26,3.1,RU,1681856622
97,namtsy,62.7161,129.6658,-5.32,95,100,2.02,RU,1681856622
98,pimentel,-6.8367,-79.9342,28.16,65,0,10.8,PE,1681856622
99,papatowai,-46.5619,169.4708,12.58,88,98,4.11,NZ,1681856622
100,san patricio,28.017,-97.5169,24.91,79,88,7.77,US,1681856622
101,mar del plata,-38.0023,-57.5575,13.94,72,0,5.14,AR,1681856557
102,tazovsky,67.4667,78.7,-12.29,95,87,3.49,RU,1681856623
103,anadyr,64.75,177.4833,-0.72,80,20,6.71,RU,1681856623
104,grand falls-windsor,48.9332,-55.6649,8.06,49,100,0.89,CA,1681856623
105,nanlong,31.3533,106.0631,20.28,95,61,1.47,CN,1681856623
106,kristiansund,63.1115,7.732,8.03,57,83,0.0,NO,1681856624
107,petropavlovsk-kamchatsky,53.0452,158.6483,2.33,75,75,5.0,RU,1681856624
108,moroto,2.5345,34.6666,19.52,81,91,2.09,UG,1681856624
109,port elizabeth,-33.918,25.5701,17.4,96,3,1.54,ZA,1681856624
110,nuriootpa,-34.4833,139.0,12.12,77,1,2.82,AU,1681856624
111,arraial do cabo,-22.9661,-42.0278,25.92,83,75,2.57,BR,1681856624
112,minas de marcona,-15.2119,-75.1103,17.91,70,75,8.27,PE,1681856625
113,new norfolk,-42.7826,147.0587,12.72,75,69,0.89,AU,1681856625
114,vadso,70.0744,29.7487,4.09,70,75,4.63,NO,1681856625
115,rauma,61.1272,21.5113,6.02,89,12,4.25,FI,1681856625
116,saipan,15.1355,145.701,28.39,100,40,9.77,MP,1681856625
117,kalininsk,51.5,44.4758,8.93,51,100,2.6,RU,1681856625
118,santo domingo de la calzada,42.4285,-2.9555,7.1,81,7,0.57,ES,1681856625
119,uyuni,-20.4597,-66.825,10.9,15,77,8.85,BO,1681856626
120,warren,39.4334,-84.1666,17.96,36,0,6.17,US,1681856344
121,atafu village,-8.5421,-172.5159,28.13,74,71,2.77,TK,1681856626
122,mukalla,14.5425,49.1242,26.95,73,1,2.38,YE,1681856626
123,kodiak,57.79,-152.4072,3.73,45,0,7.72,US,1681856626
124,ta`u,-14.2336,-169.5144,26.91,79,100,8.8,AS,1681856626
125,rongelap,11.1635,166.8941,26.7,81,99,9.01,MH,1681856626
126,talnakh,69.4865,88.3972,-20.37,86,28,2.06,RU,1681856627
127,basse-terre,16.1667,-61.6667,24.58,69,20,4.63,GP,1681856628
128,bikenibeu village,1.3673,173.1241,29.98,70,20,3.6,KI,1681856628
129,susuman,62.7833,148.1667,-12.52,95,88,1.34,RU,1681856628
130,saldanha,-33.0117,17.9442,12.03,78,9,3.74,ZA,1681856628
131,invercargill,-46.4,168.35,11.68,82,100,0.89,NZ,1681856628
132,college,64.8569,-147.8028,-1.9,58,100,8.23,US,1681856629
133,ola,59.5833,151.2833,-2.39,70,90,5.64,RU,1681856629
134,dapa,9.7594,126.0531,26.45,83,77,2.03,PH,1681856629
135,kuhdasht,33.535,47.6061,15.44,43,0,2.06,IR,1681856629
136,swakopmund,-22.6833,14.5333,19.41,78,29,2.98,NA,1681856629
137,serdar,38.9764,56.2757,12.36,17,0,8.04,TM,1681856629
138,sitka,57.0531,-135.33,8.94,61,0,2.06,US,1681856630
139,crane,31.3974,-102.3501,31.76,5,5,9.24,US,1681856630
140,ulanhot,46.0833,122.0833,6.26,19,100,3.37,CN,1681856630
141,tianfu,37.1936,122.0511,10.19,61,0,0.92,CN,1681856630
142,pago pago,-14.2781,-170.7025,28.55,89,75,5.14,AS,1681856630
143,brookings,44.3114,-96.7984,16.21,35,0,10.29,US,1681856630
144,kamina,-8.7386,24.9906,17.72,96,70,1.53,CD,1681856630
145,palmer,42.1584,-72.3287,11.65,53,75,4.12,US,1681856592
146,yemetsk,63.4721,41.7941,0.32,81,100,1.49,RU,1681856351
147,angel r. cabada,18.5833,-95.4333,31.13,52,35,4.96,MX,1681856631
148,fale old settlement,-9.3852,-171.2468,28.23,74,74,3.45,TK,1681856631
149,pavlovsk,50.4578,40.1081,7.52,63,90,4.33,RU,1681856631
150,georgetown,5.4112,100.3354,26.96,93,20,1.03,MY,1681856631
151,ati,13.2154,18.3353,33.2,15,48,3.13,TD,1681856631
152,quellon,-43.1167,-73.6167,13.14,88,100,2.06,CL,1681856631
153,isola di capo rizzuto,38.96,17.0933,12.88,75,52,3.68,IT,1681856631
154,lalibela,12.0333,39.0333,19.64,50,92,0.66,ET,1681856632
155,cuatro cienegas de carranza,26.9833,-102.0833,33.98,13,27,1.55,MX,1681856632
156,hammerfest,70.6634,23.6821,6.25,81,75,7.2,NO,1681856632
157,arkalyk,50.2486,66.9114,-0.21,88,100,4.0,KZ,1681856632
158,kawm umbu,24.4767,32.9463,27.91,13,0,3.25,EG,1681856632
159,daru,-9.0763,143.2092,24.21,93,100,4.02,PG,1681856632
160,vilyuchinsk,52.9306,158.4028,3.15,100,100,1.83,RU,1681856632
161,jamestown,42.097,-79.2353,2.06,89,100,5.66,US,1681856632
162,thames,-37.1333,175.5333,20.71,77,82,2.21,NZ,1681856632
163,veigne,47.2856,0.7408,9.23,85,0,2.06,FR,1681856633
164,hamilton,39.1834,-84.5333,18.47,30,0,5.14,US,1681856548
165,timmins,48.4669,-81.3331,-3.1,68,100,5.66,CA,1681856604
166,hithadhoo,-0.6,73.0833,28.43,70,94,1.91,MV,1681856633
167,port alfred,-33.5906,26.891,19.43,84,1,3.12,ZA,1681856633
168,shilka,51.85,116.0333,0.65,47,100,1.39,RU,1681856633
169,kudahuvadhoo,2.6708,72.8944,28.31,71,76,0.36,MV,1681856540
170,uturoa,-16.7333,-151.4333,28.05,77,61,6.8,PF,1681856634
171,saint-francois,46.4154,3.9054,9.42,89,20,2.06,FR,1681856634
172,itaituba,-4.2761,-55.9836,24.99,88,99,1.29,BR,1681856634
173,labrador city,52.9463,-66.9114,1.95,93,100,3.6,CA,1681856634
174,cova figueira,14.8905,-24.2934,20.55,80,62,7.11,CV,1681856634
175,happy valley-goose bay,53.3168,-60.3315,5.17,60,100,0.0,CA,1681856634
176,terrace,54.5163,-128.6035,12.95,28,75,1.54,CA,1681856634
177,pinki,56.9419,23.9108,8.01,46,0,6.17,LV,1681856634
178,roma,43.2128,-75.4557,5.38,86,100,3.6,US,1681856351
179,tera,14.0078,0.7531,32.61,6,6,3.94,NE,1681856635
180,madalena,41.2162,-8.3345,18.59,53,94,0.98,PT,1681856635
181,saskatoon,52.1168,-106.6345,-0.01,100,100,7.72,CA,1681856458
182,katsuura,35.1333,140.3,18.01,84,47,8.79,JP,1681856635
183,rabo de peixe,37.8,-25.5833,13.73,72,20,3.09,PT,1681856635
184,isangel,-19.55,169.2667,30.06,74,75,5.14,VU,1681856635
185,mombaca,-5.7431,-39.6275,24.23,85,98,1.59,BR,1681856635
186,mazagao,-0.115,-51.2894,26.03,96,100,1.61,BR,1681856636
187,ponta delgada,37.7333,-25.6667,14.4,72,20,3.09,PT,1681856636
188,bridgewater,44.3835,-64.5155,16.17,54,51,6.17,CA,1681856636
189,fort mcmurray,56.7268,-111.381,3.77,75,100,3.6,CA,1681856417
190,askoy,60.4092,5.226,8.86,70,0,1.03,NO,1681856636
191,praia da vitoria,38.7333,-27.0667,13.14,88,75,1.71,PT,1681856636
192,hailar,49.2,119.7,1.83,30,100,4.51,CN,1681856636
193,natal,-5.795,-35.2094,27.36,78,0,2.06,BR,1681856548
194,lebu,-37.6167,-73.65,13.54,87,100,1.26,CL,1681856636
195,kijang,35.2442,129.2139,17.85,96,100,2.11,KR,1681856637
196,kingston,17.997,-76.7936,28.53,78,75,5.14,JM,1681856458
197,nuuk,64.1835,-51.7216,-2.66,86,100,4.63,GL,1681856489
198,ladario,-19.0047,-57.6017,23.58,94,100,1.97,BR,1681856637
199,trinidad,-14.8333,-64.9,25.81,83,97,1.84,BO,1681856637
200,ibitinga,-21.7578,-48.8289,22.37,93,100,4.4,BR,1681856637
201,dudinka,69.4058,86.1778,-23.18,98,6,2.77,RU,1681856637
202,porto novo,6.4965,2.6036,29.9,80,84,3.37,BJ,1681856637
203,el calafate,-50.3408,-72.2768,9.59,77,99,4.35,AR,1681856638
204,taltal,-25.4,-70.4833,19.62,70,7,2.9,CL,1681856420
205,st. john's,47.5649,-52.7093,-0.12,92,100,5.66,CA,1681856560
206,touros,-5.1989,-35.4608,26.1,83,83,3.55,BR,1681856638
207,acapulco de juarez,16.8634,-99.8901,29.9,74,0,3.09,MX,1681856590
208,cartagena,10.3997,-75.5144,30.79,66,75,8.23,CO,1681856638
209,mont-dore,-22.2833,166.5833,26.99,99,90,3.15,NC,1681856638
210,esil,51.9556,66.4042,2.58,90,100,1.73,KZ,1681856638
211,utrik,11.2278,169.8474,26.33,80,100,8.1,MH,1681856639
212,hasaki,35.7333,140.8333,16.79,82,7,3.79,JP,1681856639
213,freetown,8.484,-13.2299,26.84,83,40,4.12,SL,1681856639
214,mount gambier,-37.8333,140.7667,11.93,69,73,3.7,AU,1681856584
215,ardakan,32.31,54.0175,17.09,27,0,1.94,IR,1681856639
216,mejit,10.2753,170.8646,26.79,80,100,7.81,MH,1681856640
217,mezhdurechensk,53.6942,88.0603,-13.71,97,100,1.17,RU,1681856640
218,belmonte,-15.8631,-38.8828,26.39,84,14,4.69,BR,1681856640
219,marand,38.4329,45.7749,14.16,45,13,0.79,IR,1681856640
220,rawson,-43.3002,-65.1023,14.71,61,100,7.25,AR,1681856447
221,celldomolk,47.2571,17.1503,10.53,85,95,5.28,HU,1681856640
222,lubango,-14.9172,13.4925,15.65,79,15,1.41,AO,1681856640
223,codrington,-38.2667,141.9667,12.4,69,82,7.25,AU,1681856641
224,layou,13.2,-61.2667,24.39,76,33,6.22,VC,1681856641
225,alice springs,-23.7,133.8833,8.75,93,90,0.0,AU,1681856638
226,pangody,65.85,74.4859,-10.76,92,100,4.62,RU,1681856641
227,buala,-8.145,159.5921,27.93,69,80,1.23,SB,1681856641
228,arno,60.1167,18.6333,3.77,93,29,4.53,SE,1681856641
229,haiku-pauwela,20.9219,-156.3051,26.76,63,0,3.6,US,1681856642
230,la passe,45.5549,-0.8967,11.13,88,6,4.57,FR,1681856642
231,iquique,-20.2208,-70.1431,21.02,79,51,4.04,CL,1681856564
232,luganville,-15.5333,167.1667,27.2,77,97,1.89,VU,1681856642
233,narrabri,-30.3167,149.7833,16.4,77,58,0.45,AU,1681856642
234,road town,18.4167,-64.6167,27.05,65,20,3.6,VG,1681856643
235,korla,41.7597,86.1469,10.26,23,100,5.83,CN,1681856643
236,brisas de zicatela,15.8369,-97.0419,31.29,58,20,6.17,MX,1681856643
237,mishkino,55.3389,63.9175,-0.08,68,42,2.47,RU,1681856643
238,yuzhno-kurilsk,44.0306,145.8556,4.63,71,92,0.93,RU,1681856644
239,vilhena,-12.7406,-60.1458,25.12,83,0,2.57,BR,1681856644
240,afaahiti,-17.75,-149.2833,29.93,76,70,7.23,PF,1681856644
241,khandyga,62.6667,135.6,-4.32,91,100,1.58,RU,1681856644
242,taksimo,56.3444,114.8794,-6.67,78,100,1.01,RU,1681856644
243,smila,49.2224,31.8871,9.44,76,80,2.41,UA,1681856645
244,chilecito,-29.1619,-67.4974,18.42,42,0,5.65,AR,1681856645
245,saline,34.6501,-92.6835,27.68,33,0,4.33,US,1681856645
246,yarmouth,41.7057,-70.2286,13.31,59,100,6.17,US,1681856646
247,polyarnyy,69.1989,33.4478,2.07,85,100,7.22,RU,1681856646
248,sagarejo,41.734,45.3315,9.24,77,89,0.4,GE,1681856646
249,nouadhibou,20.931,-17.0347,19.99,83,1,4.63,MR,1681856647
250,argo,37.6333,22.7333,13.77,74,2,2.38,GR,1681856647
251,las tablas,7.7667,-80.2833,29.54,99,93,4.74,PA,1681856647
252,ed damer,17.5928,33.9592,28.5,8,1,5.51,SD,1681856647
253,gurupi,-11.7292,-49.0686,26.21,78,79,2.23,BR,1681856647
254,agapovka,53.2973,59.1348,7.19,70,100,1.89,RU,1681856648
255,torbat-e heydariyeh,35.274,59.2195,8.16,23,7,1.07,IR,1681856648
256,lensk,60.7253,114.9278,-7.74,89,92,0.8,RU,1681856648
257,tofol,5.3248,163.0078,27.65,77,100,7.09,FM,1681856648
258,naze,28.3667,129.4833,20.51,86,96,4.14,JP,1681856648
259,tibanbang,6.6315,126.1055,26.36,82,70,0.88,PH,1681856649
260,el rama,12.1596,-84.2195,31.59,44,91,6.21,NI,1681856649
261,tura,25.5198,90.2201,25.94,65,3,3.31,IN,1681856649
262,newman,37.3138,-121.0208,17.81,26,98,4.02,US,1681856649
263,durham,36.0335,-78.8664,26.16,30,0,4.63,US,1681856543
264,sebastian,35.1668,-94.2669,27.31,49,0,4.71,US,1681856649
265,tutoia,-2.7619,-42.2744,25.81,86,90,3.28,BR,1681856650
266,balikpapan,-1.2675,116.8289,25.55,100,75,1.03,ID,1681856650
267,nar'yan-mar,67.6713,53.087,-8.02,95,77,3.47,RU,1681856650
268,abadeh,31.1608,52.6506,11.88,33,2,1.15,IR,1681856650
269,altamira,-3.2033,-52.2064,23.77,98,82,1.53,BR,1681856651
270,darchula,29.8412,80.5287,19.72,45,7,3.09,NP,1681856651
271,revelganj,25.7833,84.6667,29.95,17,0,3.61,IN,1681856651
272,mareeba,-17.0,145.4333,23.4,88,27,1.07,AU,1681856651
273,fortuna,40.5982,-124.1573,13.29,54,100,2.68,US,1681856651
274,broome,42.2506,-75.833,6.68,77,100,4.63,US,1681856615
275,mont-laurier,46.5501,-75.4993,5.79,79,100,4.14,CA,1681856606
276,howard springs,-12.497,131.047,22.71,75,18,2.32,AU,1681856651
277,angra do heroismo,38.65,-27.2167,13.34,88,75,2.48,PT,1681856365
278,saint-philippe,-21.3585,55.7679,24.77,81,29,5.36,RE,1681856652
279,port lincoln,-34.7333,135.8667,14.86,56,58,5.11,AU,1681856652
280,port hedland,-20.3167,118.5667,17.03,59,2,4.12,AU,1681856652
281,fada,9.5667,8.3,24.48,64,98,0.83,NG,1681856652
282,port saint john's,-31.6229,29.5448,20.19,79,0,2.02,ZA,1681856652
283,vrangel',42.7297,133.0839,4.99,82,16,2.94,RU,1681856653
284,baker city,44.7749,-117.8344,4.22,55,100,2.57,US,1681856653
285,jaisalmer,26.9147,70.9181,26.8,40,100,3.93,IN,1681856538
286,porbandar,21.6422,69.6093,26.89,68,85,3.92,IN,1681856653
287,shenjiamen,29.9576,122.298,15.92,99,100,7.78,CN,1681856653
288,carnarvon,-24.8667,113.6333,22.48,36,6,7.37,AU,1681856654
289,keflavik,64.0049,-22.5624,9.95,100,100,5.14,IS,1681856654
290,sana,15.3547,44.2067,18.55,42,82,2.25,YE,1681856654
291,nemuro,43.3236,145.575,3.9,83,98,1.58,JP,1681856654
292,qarqaraly,49.4058,75.4742,-0.78,70,98,7.62,KZ,1681856655
293,uzhur,55.3036,89.8339,-12.04,80,100,6.74,RU,1681856655
294,laojunmiao,39.8333,97.7333,3.8,44,100,3.71,CN,1681856655
295,nantucket,41.2835,-70.0995,13.03,66,40,4.63,US,1681856395
296,mwingi,-0.9344,38.0601,19.43,90,76,2.19,KE,1681856655
297,papao,-17.75,-149.55,30.82,75,25,7.76,PF,1681856656
298,kendari,-3.945,122.4989,23.94,95,46,0.94,ID,1681856656
299,colonia,50.9333,6.95,12.75,66,100,4.12,DE,1681856656
300,tromso,69.6496,18.957,6.01,87,75,9.26,NO,1681856656
301,lihue,21.9789,-159.3672,23.77,83,75,8.75,US,1681856506
302,bhimunipatnam,17.8833,83.4333,26.73,67,28,4.27,IN,1681856656
303,fortaleza,-3.7227,-38.5247,27.9,83,0,1.54,BR,1681856529
304,tanout,14.9709,8.8879,31.58,15,5,3.9,NE,1681856657
305,aripuana,-9.1667,-60.6333,24.18,97,100,0.98,BR,1681856657
306,greenville,35.6127,-77.3663,25.09,26,0,2.57,US,1681856450
307,tocopilla,-22.092,-70.1979,20.85,76,97,5.57,CL,1681856514
308,gebeit,21.0667,36.3167,22.39,20,0,1.47,SD,1681856658
309,island harbour,50.724,-1.2758,8.88,84,80,2.68,GB,1681856658
310,hacienda huancane,-15.8222,-70.8856,7.79,32,14,6.42,PE,1681856658
311,dakhla,23.6848,-15.958,18.88,87,0,4.48,EH,1681856658
312,mana,5.6592,-53.7767,25.23,84,100,2.2,GF,1681856658
313,garhwa,24.1833,83.8167,27.76,18,2,2.2,IN,1681856126
314,hadibu,12.65,54.0333,27.38,74,13,3.08,YE,1681856658
315,vilyuysk,63.7553,121.6247,-5.18,96,100,2.2,RU,1681856659
316,axim,4.8699,-2.2405,27.09,85,100,2.12,GH,1681856659
317,imbituba,-28.24,-48.6703,20.05,84,92,1.62,BR,1681856659
318,lamar,33.6668,-95.5836,23.99,52,40,11.32,US,1681856659
319,hami,42.8,93.45,8.3,18,100,14.7,CN,1681856659
320,vuktyl,63.8567,57.3094,-4.83,97,23,0.64,RU,1681856659
321,el haouaria,37.05,11.0144,14.01,78,0,1.74,TN,1681856660
322,manokwari,-0.8667,134.0833,25.83,80,100,1.55,ID,1681856660
323,lakatoro,-16.0999,167.4164,27.61,71,95,2.31,VU,1681856660
324,tsiombe,-25.3,45.4833,22.98,81,5,6.51,MG,1681856660
325,kosh-agach,50.0,88.6667,-18.7,82,25,1.55,RU,1681856660
326,lazaro cardenas,17.9583,-102.2,28.98,59,20,5.36,MX,1681856660
327,wuhu,31.3366,118.3755,19.76,93,100,2.3,CN,1681856660
328,toliara,-23.35,43.6667,23.97,73,43,3.18,MG,1681856661
329,mil'kovo,55.6078,37.7956,11.3,75,96,3.04,RU,1681856661
330,kuanda,56.3161,116.0806,-8.96,86,78,0.57,RU,1681856661
331,kapuskasing,49.4169,-82.4331,-4.95,86,100,4.63,CA,1681856461
332,choyr,46.3611,108.3611,7.59,28,100,11.37,MN,1681856661
333,pisco,-13.7,-76.2167,24.03,73,78,10.8,PE,1681856661
334,darwin,-12.4611,130.8418,22.75,77,0,2.57,AU,1681856430
335,manjeshvar,12.7,74.8833,28.66,84,43,1.59,IN,1681856662
336,kolondieba,11.0882,-6.8926,31.73,10,43,2.25,ML,1681856662
337,murray bridge,-35.1167,139.2667,13.4,66,44,3.9,AU,1681856662
338,stony plain,53.5334,-114.0021,13.62,23,0,4.12,CA,1681856377
339,kourou,5.1552,-52.6478,24.03,93,100,1.86,GF,1681856662
340,karbala,32.616,44.0249,25.07,23,16,2.8,IQ,1681856400
341,tilcara,-23.5776,-65.3509,9.05,43,38,3.21,AR,1681856465
342,walvis bay,-22.9575,14.5053,20.48,69,71,4.14,NA,1681856663
343,ginir,7.1333,40.7,14.26,88,20,2.38,ET,1681856663
344,champerico,14.3,-91.9167,28.3,60,35,5.14,GT,1681856663
345,thunder bay,48.4001,-89.3168,5.99,49,75,5.66,CA,1681856664
346,rio grande,-32.035,-52.0986,17.06,37,76,7.5,BR,1681856664
347,shache,38.4167,77.2406,14.43,15,100,6.22,CN,1681856664
348,koumra,8.9126,17.5539,32.07,33,54,1.46,TD,1681856664
349,farkhar,36.5729,69.8578,7.29,89,100,0.26,AF,1681856664
350,black point,-34.6187,137.8972,14.69,62,34,5.18,AU,1681856664
351,tolanaro,-25.0319,46.9987,23.04,94,20,4.12,MG,1681856664
352,flying fish cove,-10.4217,105.6791,27.29,77,50,6.68,CX,1681856664
353,kirensk,57.7853,108.1119,-7.06,75,100,4.11,RU,1681856665
354,east london,-33.0153,27.9116,19.64,82,0,2.69,ZA,1681856665
355,roorkee,29.8667,77.8833,25.84,35,74,2.4,IN,1681856665
356,noumea,-22.2763,166.4572,26.99,99,92,2.72,NC,1681856082
357,port macquarie,-31.4333,152.9167,18.83,64,94,0.23,AU,1681856665
358,nikolayevsk-on-amure,53.1406,140.73,4.83,73,94,1.04,RU,1681856665
359,colby,39.3958,-101.0524,30.03,12,0,7.2,US,1681856666
360,cidade velha,14.9167,-23.6167,23.26,73,75,8.23,CV,1681856666
361,shamgarh,24.1833,75.6333,28.23,25,15,3.48,IN,1681856666
362,dongsheng,39.8161,109.9776,13.37,60,11,8.37,CN,1681856666
363,bodden town,19.2833,-81.25,26.1,85,40,2.57,KY,1681856666
364,arinos,-15.9169,-46.1056,27.88,51,92,0.85,BR,1681856666
365,yeniseysk,58.4497,92.1703,-14.48,93,96,2.1,RU,1681856666
